time,dry-bulb temperature (°C),relative humidity (%),atmospheric pressure (hPa),wind speed (m/s),wind direction,ground temperature (°C),horizontal total solar radiation intensity (W/m2),horizontal diffuse solar radiation intensity (W/m2)
2021-05-31 00:00:00,18.3,59,999.6,0.5,217,15.5,0.0,0.0
2021-05-31 01:00:00,16.2,64,999.4,0.0,PPC,13.9,0.0,0.0
2021-05-31 02:00:00,16.0,72,999.4,0.2,PPC,13.4,0.0,0.0
2021-05-31 03:00:00,15.7,75,999.0,0.6,179,12.6,0.0,0.0
2021-05-31 04:00:00,13.4,86,999.0,1.1,126,11.5,0.0,0.0
2021-05-31 05:00:00,13.0,86,998.3,1.2,60,11.6,15.0,10.0
2021-05-31 06:00:00,13.9,86,999.1,0.0,PPC,16.9,134.0,108.0
2021-05-31 07:00:00,16.1,79,1000.1,1.8,208,18.1,133.0,130.0
2021-05-31 08:00:00,16.6,75,1000.9,1.3,283,18.0,25.0,21.0
2021-05-31 09:00:00,16.3,82,999.9,2.0,3,18.3,66.0,62.0
2021-05-31 10:00:00,16.0,86,999.3,0.2,PPC,18.4,296.0,297.0
2021-05-31 11:00:00,17.6,71,999.2,0.9,256,25.9,165.0,163.0
2021-05-31 12:00:00,19.0,63,999.1,0.3,276,28.7,353.0,348.0
2021-05-31 13:00:00,18.9,60,998.5,0.3,286,24.3,376.0,382.0
2021-05-31 14:00:00,19.1,60,999.0,1.6,204,24.8,79.0,80.0
2021-05-31 15:00:00,18.2,72,999.2,0.0,PPC,19.7,17.0,14.0
2021-05-31 16:00:00,16.7,89,999.0,1.0,82,18.5,35.0,32.0
2021-05-31 17:00:00,15.8,87,998.2,1.4,40,17.4,26.0,22.0
2021-05-31 18:00:00,15.4,81,999.4,2.0,316,17.7,69.0,65.0
2021-05-31 19:00:00,14.9,89,999.9,0.8,111,16.4,9.0,6.0
2021-05-31 20:00:00,14.9,83,999.1,1.2,341,14.7,0.0,0.0
2021-05-31 21:00:00,13.6,92,1000.1,0.5,186,13.0,0.0,0.0
2021-05-31 22:00:00,13.0,95,1000.6,0.7,129,12.5,0.0,0.0
2021-05-31 23:00:00,13.0,95,1000.2,1.3,51,12.1,0.0,0.0
2021-06-01 00:00:00,12.5,95,999.9,0.8,54,11.2,0.0,0.0
2021-06-01 01:00:00,11.9,96,1000.5,1.1,218,10.3,0.0,0.0
2021-06-01 02:00:00,11.8,97,1000.3,1.1,88,9.9,0.0,0.0
2021-06-01 03:00:00,11.8,97,1000.4,2.0,42,9.5,0.0,0.0
2021-06-01 04:00:00,11.7,96,1000.7,0.8,103,8.6,0.0,0.0
2021-06-01 05:00:00,10.8,96,1001.2,0.4,262,8.2,20.0,12.0
2021-06-01 06:00:00,11.8,97,1002.3,0.0,PPC,12.7,163.0,87.0
2021-06-01 07:00:00,15.4,84,1002.9,0.3,135,22.3,344.0,145.0
2021-06-01 08:00:00,17.3,74,1003.3,0.3,156,28.4,559.0,161.0
2021-06-01 09:00:00,19.7,64,1003.2,1.3,198,34.2,720.0,190.0
2021-06-01 10:00:00,21.8,61,1002.7,0.3,288,40.7,868.0,157.0
2021-06-01 11:00:00,23.8,43,1001.6,1.3,12,46.6,932.0,141.0
2021-06-01 12:00:00,25.5,34,1000.8,2.4,249,49.9,940.0,146.0
2021-06-01 13:00:00,25.8,41,1000.3,2.6,277,52.4,913.0,150.0
2021-06-01 14:00:00,27.3,30,999.7,1.7,257,51.3,818.0,162.0
2021-06-01 15:00:00,28.0,26,998.6,2.1,243,50.1,688.0,160.0
2021-06-01 16:00:00,27.6,27,997.2,2.6,204,41.5,573.0,254.0
2021-06-01 17:00:00,25.9,26,997.8,1.0,220,29.3,128.0,130.0
2021-06-01 18:00:00,25.0,30,999.5,1.8,226,25.5,16.0,15.0
2021-06-01 19:00:00,23.0,50,998.6,1.3,122,20.8,0.0,0.0
2021-06-01 20:00:00,22.4,42,998.1,0.5,244,18.4,0.0,0.0
2021-06-01 21:00:00,22.1,49,998.5,1.7,140,17.2,0.0,0.0
2021-06-01 22:00:00,21.1,54,998.8,1.7,212,16.4,0.0,0.0
2021-06-01 23:00:00,20.1,61,998.7,2.2,203,16.1,0.0,0.0
2021-06-02 00:00:00,20.0,60,997.8,1.4,172,15.9,0.0,0.0
2021-06-02 01:00:00,19.7,60,997.9,1.1,229,16.3,0.0,0.0
2021-06-02 02:00:00,17.2,76,997.5,0.0,PPC,14.2,0.0,0.0
2021-06-02 03:00:00,15.3,85,997.2,0.4,17,13.4,0.0,0.0
2021-06-02 04:00:00,14.7,89,997.0,1.1,135,13.5,0.0,0.0
2021-06-02 05:00:00,15.5,88,997.0,0.2,PPC,15.9,0.0,0.0
2021-06-02 06:00:00,16.7,84,996.9,0.0,PPC,17.3,49.0,47.0
2021-06-02 07:00:00,17.8,75,996.7,0.0,PPC,18.1,48.0,46.0
2021-06-02 08:00:00,18.5,74,996.8,0.0,PPC,20.4,88.0,87.0
2021-06-02 09:00:00,17.9,88,996.9,0.3,309,18.1,120.0,119.0
2021-06-02 10:00:00,18.5,88,996.3,0.8,283,21.1,51.0,49.0
2021-06-02 11:00:00,19.7,83,996.2,0.2,PPC,24.1,44.0,42.0
2021-06-02 12:00:00,20.9,75,996.2,0.9,62,29.2,344.0,348.0
2021-06-02 13:00:00,22.7,72,995.8,0.8,13,32.9,404.0,397.0
2021-06-02 14:00:00,24.5,63,995.8,2.5,37,34.6,317.0,313.0
2021-06-02 15:00:00,26.0,46,995.5,1.7,59,38.4,344.0,312.0
2021-06-02 16:00:00,27.4,31,995.2,1.1,250,39.5,444.0,333.0
2021-06-02 17:00:00,27.8,24,995.1,0.7,308,37.0,258.0,218.0
2021-06-02 18:00:00,26.6,16,995.3,2.7,340,25.2,249.0,166.0
2021-06-02 19:00:00,25.1,15,995.8,2.4,333,20.5,35.0,31.0
2021-06-02 20:00:00,23.2,19,996.9,0.9,7,17.0,0.0,0.0
2021-06-02 21:00:00,19.9,27,997.7,1.3,43,14.4,0.0,0.0
2021-06-02 22:00:00,16.1,46,998.0,0.6,110,12.1,0.0,0.0
2021-06-02 23:00:00,13.3,61,998.3,0.5,86,10.5,0.0,0.0
2021-06-03 00:00:00,11.6,72,998.7,1.2,27,9.5,0.0,0.0
2021-06-03 01:00:00,10.8,70,998.9,0.0,PPC,8.5,0.0,0.0
2021-06-03 02:00:00,9.8,75,999.1,0.0,PPC,7.4,0.0,0.0
2021-06-03 03:00:00,10.4,72,999.3,1.3,26,7.0,0.0,0.0
2021-06-03 04:00:00,10.5,67,1000.1,1.4,119,6.6,0.0,0.0
2021-06-03 05:00:00,11.9,59,1000.3,1.0,129,8.7,19.0,16.0
2021-06-03 06:00:00,16.7,38,1000.5,1.8,9,11.8,38.0,35.0
2021-06-03 07:00:00,18.2,35,1001.0,2.6,22,21.4,179.0,152.0
2021-06-03 08:00:00,19.1,35,1001.3,1.5,37,27.9,594.0,65.0
2021-06-03 09:00:00,21.0,27,1000.7,4.2,357,36.4,764.0,67.0
2021-06-03 10:00:00,22.2,26,1000.0,3.0,16,42.8,886.0,77.0
2021-06-03 11:00:00,23.6,21,999.1,1.9,304,48.5,955.0,85.0
2021-06-03 12:00:00,24.4,23,998.1,0.7,153,54.9,978.0,86.0
2021-06-03 13:00:00,25.7,22,997.0,1.1,36,57.9,942.0,85.0
2021-06-03 14:00:00,27.9,19,996.0,3.2,304,55.8,864.0,84.0
2021-06-03 15:00:00,28.2,15,995.4,3.1,307,53.9,739.0,86.0
2021-06-03 16:00:00,28.1,14,994.6,3.3,307,45.6,575.0,83.0
2021-06-03 17:00:00,28.0,14,993.9,2.1,285,40.9,372.0,58.0
2021-06-03 18:00:00,28.0,14,993.9,2.0,289,28.1,172.0,40.0
2021-06-03 19:00:00,26.5,16,994.1,0.9,282,24.2,18.0,6.0
2021-06-03 20:00:00,22.4,23,994.2,0.9,243,17.4,0.0,0.0
2021-06-03 21:00:00,19.4,33,994.1,1.4,118,15.1,0.0,0.0
2021-06-03 22:00:00,16.5,45,993.8,0.0,PPC,13.3,0.0,0.0
2021-06-03 23:00:00,14.1,66,993.7,0.0,PPC,11.8,0.0,0.0
2021-06-04 00:00:00,12.6,71,993.4,0.2,PPC,10.8,0.0,0.0
2021-06-04 01:00:00,12.4,66,992.6,0.6,46,11.3,0.0,0.0
2021-06-04 02:00:00,12.0,67,991.5,0.6,100,9.5,0.0,0.0
2021-06-04 03:00:00,12.0,69,990.4,0.6,79,9.0,0.0,0.0
2021-06-04 04:00:00,10.6,73,989.7,1.1,74,8.0,0.0,0.0
2021-06-04 05:00:00,9.7,80,989.0,1.0,65,7.7,31.0,12.0
2021-06-04 06:00:00,12.1,76,988.7,0.7,44,13.1,198.0,43.0
2021-06-04 07:00:00,16.2,60,988.8,0.0,PPC,20.4,395.0,66.0
2021-06-04 08:00:00,20.0,45,989.2,1.7,348,33.0,560.0,97.0
2021-06-04 09:00:00,23.5,30,990.0,3.6,43,39.9,745.0,91.0
2021-06-04 10:00:00,25.7,26,990.4,2.6,351,47.3,862.0,99.0
2021-06-04 11:00:00,26.1,25,990.6,3.7,17,52.5,945.0,84.0
2021-06-04 12:00:00,26.2,26,990.8,3.0,2,49.3,974.0,81.0
2021-06-04 13:00:00,26.8,27,990.6,2.1,330,52.4,951.0,97.0
2021-06-04 14:00:00,27.4,24,990.4,2.4,299,59.1,870.0,88.0
2021-06-04 15:00:00,28.5,21,989.7,2.8,327,54.2,733.0,72.0
2021-06-04 16:00:00,29.1,19,989.2,2.8,293,48.5,566.0,66.0
2021-06-04 17:00:00,27.1,27,989.3,2.5,69,41.2,373.0,49.0
2021-06-04 18:00:00,26.7,29,989.4,3.1,59,29.0,177.0,33.0
2021-06-04 19:00:00,24.6,34,989.6,0.5,49,23.8,18.0,4.0
2021-06-04 20:00:00,20.5,41,990.1,0.0,PPC,18.7,0.0,0.0
2021-06-04 21:00:00,17.8,57,990.9,0.0,PPC,16.0,0.0,0.0
2021-06-04 22:00:00,16.1,63,991.5,0.0,PPC,14.2,0.0,0.0
2021-06-04 23:00:00,15.0,66,991.8,0.0,PPC,13.0,0.0,0.0
2021-06-05 00:00:00,13.7,75,991.7,0.0,PPC,11.8,0.0,0.0
2021-06-05 01:00:00,13.0,73,991.4,1.1,59,10.8,0.0,0.0
2021-06-05 02:00:00,13.2,71,991.0,0.9,67,10.5,0.0,0.0
2021-06-05 03:00:00,12.3,75,991.1,0.4,96,9.5,0.0,0.0
2021-06-05 04:00:00,12.6,78,991.1,0.7,70,9.4,0.0,0.0
2021-06-05 05:00:00,12.2,79,991.1,0.0,PPC,10.2,13.0,4.0
2021-06-05 06:00:00,13.5,74,991.3,0.8,88,14.4,202.0,35.0
2021-06-05 07:00:00,17.7,63,991.7,1.1,46,25.2,399.0,47.0
2021-06-05 08:00:00,21.6,45,991.8,1.5,55,36.4,589.0,54.0
2021-06-05 09:00:00,25.1,30,991.6,0.5,11,40.0,744.0,61.0
2021-06-05 10:00:00,26.0,26,991.1,0.0,PPC,38.6,864.0,72.0
2021-06-05 11:00:00,29.0,21,990.3,0.8,164,59.5,936.0,71.0
2021-06-05 12:00:00,30.9,19,989.3,1.9,266,59.4,971.0,87.0
2021-06-05 13:00:00,31.4,20,988.0,2.1,214,61.6,929.0,81.0
2021-06-05 14:00:00,32.0,18,987.2,0.2,PPC,54.7,853.0,86.0
2021-06-05 15:00:00,32.8,14,986.6,0.5,307,57.9,717.0,80.0
2021-06-05 16:00:00,33.2,14,986.2,1.9,37,53.6,573.0,97.0
2021-06-05 17:00:00,32.5,14,986.0,1.5,159,40.3,62.0,63.0
2021-06-05 18:00:00,32.1,15,986.9,3.0,44,35.2,60.0,60.0
2021-06-05 19:00:00,29.5,21,987.9,1.3,72,28.8,0.0,0.0
2021-06-05 20:00:00,25.7,33,988.3,1.0,31,23.1,0.0,0.0
2021-06-05 21:00:00,21.7,39,989.5,1.1,307,19.2,0.0,0.0
2021-06-05 22:00:00,19.3,53,990.2,0.0,PPC,16.9,0.0,0.0
2021-06-05 23:00:00,18.4,51,990.8,1.8,65,15.8,0.0,0.0
2021-06-06 00:00:00,16.9,56,991.0,0.0,PPC,13.9,0.0,0.0
2021-06-06 01:00:00,16.5,58,991.3,1.0,48,13.1,0.0,0.0
2021-06-06 02:00:00,16.3,63,991.6,0.9,34,12.4,0.0,0.0
2021-06-06 03:00:00,15.2,68,992.0,0.8,99,12.0,0.0,0.0
2021-06-06 04:00:00,15.6,62,992.1,1.8,105,12.0,0.0,0.0
2021-06-06 05:00:00,14.7,71,992.8,0.5,99,11.4,31.0,10.0
2021-06-06 06:00:00,17.4,59,993.0,1.4,84,17.8,202.0,52.0
2021-06-06 07:00:00,21.5,48,993.4,2.4,79,28.0,390.0,76.0
2021-06-06 08:00:00,24.2,36,993.9,1.3,158,38.3,370.0,233.0
2021-06-06 09:00:00,26.8,32,994.0,1.5,11,49.4,722.0,151.0
2021-06-06 10:00:00,29.0,27,993.7,1.1,305,57.9,842.0,199.0
2021-06-06 11:00:00,30.8,25,993.6,1.6,274,61.9,913.0,154.0
2021-06-06 12:00:00,31.3,22,992.9,1.7,255,56.4,956.0,273.0
2021-06-06 13:00:00,32.5,22,992.3,1.0,74,59.9,904.0,334.0
2021-06-06 14:00:00,33.1,18,992.4,1.5,211,55.5,287.0,294.0
2021-06-06 15:00:00,32.4,19,992.5,2.3,184,47.2,75.0,76.0
2021-06-06 16:00:00,31.6,21,992.3,2.2,218,39.6,48.0,47.0
2021-06-06 17:00:00,30.4,27,993.4,3.6,172,31.8,38.0,38.0
2021-06-06 18:00:00,29.4,31,994.3,1.2,228,29.6,15.0,14.0
2021-06-06 19:00:00,28.0,35,994.9,0.6,222,26.9,1.0,0.0
2021-06-06 20:00:00,25.6,43,995.5,0.0,PPC,25.2,0.0,0.0
2021-06-06 21:00:00,24.3,51,995.9,0.4,45,23.5,0.0,0.0
2021-06-06 22:00:00,23.2,56,996.6,0.0,PPC,22.7,0.0,0.0
2021-06-06 23:00:00,22.1,64,997.0,0.0,PPC,21.6,0.0,0.0
2021-06-07 00:00:00,21.4,77,997.9,0.0,PPC,20.5,0.0,0.0
2021-06-07 01:00:00,21.8,69,998.0,0.8,360,20.1,0.0,0.0
2021-06-07 02:00:00,20.8,76,998.5,0.0,PPC,19.5,0.0,0.0
2021-06-07 03:00:00,20.8,71,998.6,1.0,39,19.0,0.0,0.0
2021-06-07 04:00:00,20.3,74,999.1,1.2,37,18.5,0.0,0.0
2021-06-07 05:00:00,19.7,83,999.1,2.4,85,18.6,2.0,0.0
2021-06-07 06:00:00,20.0,81,999.6,0.5,88,20.5,94.0,92.0
2021-06-07 07:00:00,20.9,74,999.8,0.7,72,23.7,262.0,237.0
2021-06-07 08:00:00,21.8,65,1000.2,1.6,26,25.4,219.0,221.0
2021-06-07 09:00:00,22.0,69,1000.2,1.5,114,24.9,151.0,151.0
2021-06-07 10:00:00,24.7,57,1000.4,2.4,16,45.7,318.0,308.0
2021-06-07 11:00:00,26.2,45,1001.0,1.2,336,52.1,330.0,332.0
2021-06-07 12:00:00,27.4,45,1000.6,0.9,4,58.9,686.0,555.0
2021-06-07 13:00:00,28.8,40,999.8,1.8,339,60.4,372.0,379.0
2021-06-07 14:00:00,29.7,37,999.1,0.8,21,53.6,268.0,273.0
2021-06-07 15:00:00,30.4,35,998.9,4.6,185,51.7,202.0,204.0
2021-06-07 16:00:00,29.0,39,999.9,2.8,183,45.6,248.0,252.0
2021-06-07 17:00:00,28.1,45,999.8,1.5,187,41.9,68.0,68.0
2021-06-07 18:00:00,27.3,47,999.8,2.8,190,33.9,32.0,31.0
2021-06-07 19:00:00,25.4,52,1002.0,2.9,208,27.4,0.0,0.0
2021-06-07 20:00:00,24.0,54,1003.6,1.5,200,24.1,0.0,0.0
2021-06-07 21:00:00,23.0,55,1004.1,0.3,104,23.1,0.0,0.0
2021-06-07 22:00:00,22.5,57,1004.3,1.6,150,22.5,0.0,0.0
2021-06-07 23:00:00,22.1,59,1003.8,0.5,200,21.8,0.0,0.0
2021-06-08 00:00:00,21.4,62,1003.2,0.0,PPC,21.0,0.0,0.0
2021-06-08 01:00:00,21.2,64,1003.1,1.1,245,19.3,0.0,0.0
2021-06-08 02:00:00,20.4,69,1002.8,0.9,175,18.0,0.0,0.0
2021-06-08 03:00:00,18.9,77,1002.7,0.8,175,16.3,0.0,0.0
2021-06-08 04:00:00,17.3,82,1003.1,0.7,84,15.5,0.0,0.0
2021-06-08 05:00:00,17.5,81,1003.1,1.0,68,16.3,18.0,15.0
2021-06-08 06:00:00,18.3,78,1003.7,1.1,18,19.7,108.0,94.0
2021-06-08 07:00:00,20.4,71,1003.6,1.0,117,26.7,276.0,204.0
2021-06-08 08:00:00,22.2,62,1004.0,1.2,298,36.2,474.0,306.0
2021-06-08 09:00:00,24.0,56,1004.3,0.7,181,44.9,467.0,458.0
2021-06-08 10:00:00,25.2,54,1004.0,1.9,316,53.4,616.0,504.0
2021-06-08 11:00:00,26.4,50,1003.3,1.4,262,54.7,643.0,499.0
2021-06-08 12:00:00,27.3,49,1003.2,1.4,268,52.4,742.0,551.0
2021-06-08 13:00:00,28.0,47,1002.5,0.8,231,53.5,807.0,528.0
2021-06-08 14:00:00,28.3,48,1001.7,0.9,282,52.3,416.0,392.0
2021-06-08 15:00:00,29.0,45,1001.2,1.1,300,49.1,716.0,426.0
2021-06-08 16:00:00,29.8,44,1000.7,1.5,198,48.5,224.0,225.0
2021-06-08 17:00:00,29.6,45,1000.6,1.0,257,41.4,133.0,135.0
2021-06-08 18:00:00,28.4,50,1000.7,1.7,229,34.0,48.0,48.0
2021-06-08 19:00:00,27.8,52,1001.3,2.1,211,31.1,38.0,38.0
2021-06-08 20:00:00,26.6,57,1001.9,1.4,184,26.7,0.0,0.0
2021-06-08 21:00:00,26.0,61,1002.6,1.0,182,25.6,0.0,0.0
2021-06-08 22:00:00,25.4,66,1003.1,1.7,180,25.3,0.0,0.0
2021-06-08 23:00:00,24.9,69,1002.9,0.0,PPC,24.7,0.0,0.0
2021-06-09 00:00:00,23.3,76,1002.2,1.0,37,22.3,0.0,0.0
2021-06-09 01:00:00,22.6,79,1002.2,0.8,51,22.1,0.0,0.0
2021-06-09 02:00:00,22.1,82,1002.5,0.0,PPC,21.0,0.0,0.0
2021-06-09 03:00:00,21.2,72,1002.2,0.0,PPC,20.6,0.0,0.0
2021-06-09 04:00:00,21.5,74,1002.1,0.9,272,18.9,0.0,0.0
2021-06-09 05:00:00,20.1,82,1002.5,0.0,PPC,19.1,6.0,3.0
2021-06-09 06:00:00,20.6,85,1003.3,0.9,92,22.1,110.0,104.0
2021-06-09 07:00:00,21.7,82,1003.0,1.1,62,24.0,160.0,158.0
2021-06-09 08:00:00,23.3,58,1003.2,1.2,57,29.9,190.0,192.0
2021-06-09 09:00:00,24.2,50,1003.8,0.5,48,33.0,176.0,178.0
2021-06-09 10:00:00,25.4,49,1003.2,1.2,76,38.8,290.0,291.0
2021-06-09 11:00:00,26.4,46,1002.9,0.6,132,43.3,71.0,72.0
2021-06-09 12:00:00,26.9,49,1002.3,1.2,115,39.8,150.0,150.0
2021-06-09 13:00:00,25.1,63,1002.2,0.5,148,25.9,135.0,134.0
2021-06-09 14:00:00,23.2,78,1002.3,0.0,PPC,24.2,141.0,142.0
2021-06-09 15:00:00,22.1,87,1002.8,1.4,272,23.9,68.0,67.0
2021-06-09 16:00:00,21.6,87,1002.8,1.1,353,22.6,68.0,68.0
2021-06-09 17:00:00,21.3,92,1003.0,0.9,273,22.5,33.0,32.0
2021-06-09 18:00:00,20.6,90,1003.4,0.5,87,20.9,6.0,4.0
2021-06-09 19:00:00,20.0,82,1003.9,1.7,42,19.1,0.0,0.0
2021-06-09 20:00:00,18.5,89,1003.8,2.3,45,18.1,0.0,0.0
2021-06-09 21:00:00,18.1,90,1003.7,3.6,37,17.6,0.0,0.0
2021-06-09 22:00:00,18.0,91,1003.2,2.2,80,17.6,0.0,0.0
2021-06-09 23:00:00,17.5,92,1003.0,1.6,27,17.2,0.0,0.0
2021-06-10 00:00:00,17.6,91,1002.5,1.0,16,17.3,0.0,0.0
2021-06-10 01:00:00,17.3,93,1002.1,0.0,PPC,17.2,0.0,0.0
2021-06-10 02:00:00,17.5,91,1001.1,1.4,53,17.0,0.0,0.0
2021-06-10 03:00:00,17.5,91,1001.0,0.4,41,17.0,0.0,0.0
2021-06-10 04:00:00,17.4,93,1000.9,0.8,49,16.8,0.0,0.0
2021-06-10 05:00:00,17.3,93,1000.6,0.9,51,16.3,2.0,0.0
2021-06-10 06:00:00,17.8,90,1000.3,1.5,42,18.8,69.0,63.0
2021-06-10 07:00:00,20.2,78,1000.5,2.1,22,23.6,371.0,83.0
2021-06-10 08:00:00,21.8,68,1000.5,2.1,42,28.2,557.0,101.0
2021-06-10 09:00:00,23.6,60,1000.3,3.0,44,31.7,723.0,114.0
2021-06-10 10:00:00,25.7,53,1000.0,1.1,360,38.2,834.0,129.0
2021-06-10 11:00:00,27.8,48,999.4,1.4,57,46.4,956.0,203.0
2021-06-10 12:00:00,29.1,37,998.8,2.0,355,53.9,360.0,362.0
2021-06-10 13:00:00,30.2,32,997.9,0.7,167,58.0,425.0,429.0
2021-06-10 14:00:00,31.0,31,997.2,1.8,176,52.1,656.0,133.0
2021-06-10 15:00:00,32.4,26,996.3,1.4,215,56.2,723.0,103.0
2021-06-10 16:00:00,33.0,25,995.5,1.2,248,53.1,536.0,93.0
2021-06-10 17:00:00,33.5,23,995.1,1.8,285,47.3,350.0,76.0
2021-06-10 18:00:00,32.1,25,995.2,1.2,163,32.5,167.0,50.0
2021-06-10 19:00:00,29.8,39,995.7,1.5,184,28.0,20.0,9.0
2021-06-10 20:00:00,27.2,46,996.3,2.1,155,24.2,0.0,0.0
2021-06-10 21:00:00,25.9,52,997.3,1.1,155,22.6,0.0,0.0
2021-06-10 22:00:00,23.4,63,998.0,0.2,PPC,19.8,0.0,0.0
2021-06-10 23:00:00,21.7,71,998.2,0.0,PPC,18.6,0.0,0.0
2021-06-11 00:00:00,20.3,77,998.1,0.7,37,17.5,0.0,0.0
2021-06-11 01:00:00,18.9,83,998.1,0.0,PPC,16.4,0.0,0.0
2021-06-11 02:00:00,17.9,87,997.9,0.5,95,15.5,0.0,0.0
2021-06-11 03:00:00,17.1,92,997.7,0.5,112,14.6,0.0,0.0
2021-06-11 04:00:00,17.2,93,998.1,0.8,134,14.1,0.0,0.0
2021-06-11 05:00:00,16.6,94,998.5,1.1,79,13.9,28.0,13.0
2021-06-11 06:00:00,17.8,90,998.8,1.3,92,18.8,166.0,64.0
2021-06-11 07:00:00,21.8,76,998.9,1.5,79,28.2,316.0,132.0
2021-06-11 08:00:00,24.7,60,999.5,1.6,80,34.8,565.0,111.0
2021-06-11 09:00:00,26.7,54,999.6,0.7,41,41.4,735.0,113.0
2021-06-11 10:00:00,28.9,44,999.4,1.5,173,45.8,737.0,250.0
2021-06-11 11:00:00,31.5,35,998.8,1.1,355,50.2,923.0,294.0
2021-06-11 12:00:00,33.0,31,998.4,1.2,219,51.3,859.0,384.0
2021-06-11 13:00:00,34.0,27,998.0,1.3,268,47.1,919.0,459.0
2021-06-11 14:00:00,34.9,21,997.6,2.5,224,44.7,446.0,441.0
2021-06-11 15:00:00,35.4,19,997.5,3.0,221,46.1,573.0,395.0
2021-06-11 16:00:00,34.8,18,997.5,1.8,191,39.0,268.0,272.0
2021-06-11 17:00:00,34.4,15,997.6,3.0,205,37.3,154.0,156.0
2021-06-11 18:00:00,33.5,18,997.6,1.6,213,33.6,92.0,94.0
2021-06-11 19:00:00,32.0,23,998.0,1.8,201,29.3,2.0,1.0
2021-06-11 20:00:00,29.0,30,998.2,0.6,206,24.2,0.0,0.0
2021-06-11 21:00:00,26.1,36,999.1,0.5,223,21.6,0.0,0.0
2021-06-11 22:00:00,23.5,48,999.4,1.2,30,19.6,0.0,0.0
2021-06-11 23:00:00,21.2,56,999.5,0.0,PPC,18.0,0.0,0.0
2021-06-12 00:00:00,19.4,62,1000.0,0.0,PPC,17.0,0.0,0.0
2021-06-12 01:00:00,18.6,70,1000.4,1.2,47,16.5,0.0,0.0
2021-06-12 02:00:00,18.1,75,1000.8,0.0,PPC,16.3,0.0,0.0
2021-06-12 03:00:00,18.4,74,1000.8,0.6,85,16.2,0.0,0.0
2021-06-12 04:00:00,18.4,72,1001.0,0.9,65,15.9,0.0,0.0
2021-06-12 05:00:00,17.9,75,1000.9,1.1,43,15.9,18.0,14.0
2021-06-12 06:00:00,20.0,75,1001.2,1.0,52,21.2,152.0,90.0
2021-06-12 07:00:00,24.2,59,1001.4,1.0,94,29.9,337.0,186.0
2021-06-12 08:00:00,27.5,47,1000.9,1.4,27,39.9,421.0,215.0
2021-06-12 09:00:00,29.6,40,1000.6,0.6,324,43.8,661.0,216.0
2021-06-12 10:00:00,30.7,38,1000.2,2.6,282,49.6,767.0,272.0
2021-06-12 11:00:00,33.1,35,1000.0,1.4,259,55.7,907.0,376.0
2021-06-12 12:00:00,33.3,32,999.4,2.0,252,52.9,354.0,360.0
2021-06-12 13:00:00,34.3,32,998.6,1.9,237,57.2,506.0,396.0
2021-06-12 14:00:00,35.1,30,998.1,2.4,230,57.7,860.0,381.0
2021-06-12 15:00:00,35.0,30,997.8,3.6,194,51.5,511.0,287.0
2021-06-12 16:00:00,34.6,31,997.2,2.6,172,47.5,397.0,256.0
2021-06-12 17:00:00,34.2,32,996.3,2.6,180,41.1,374.0,216.0
2021-06-12 18:00:00,33.7,34,996.5,1.9,158,37.3,82.0,82.0
2021-06-12 19:00:00,32.7,39,996.9,1.7,150,32.4,0.0,0.0
2021-06-12 20:00:00,31.3,46,997.0,2.4,162,29.5,0.0,0.0
2021-06-12 21:00:00,30.2,48,997.6,2.2,143,27.6,0.0,0.0
2021-06-12 22:00:00,29.0,50,998.0,0.6,164,26.1,0.0,0.0
2021-06-12 23:00:00,27.1,56,998.4,0.7,256,24.1,0.0,0.0
2021-06-13 00:00:00,25.6,63,998.5,0.0,PPC,23.2,0.0,0.0
2021-06-13 01:00:00,24.2,68,998.3,0.0,PPC,22.7,0.0,0.0
2021-06-13 02:00:00,23.7,72,998.5,0.0,PPC,22.6,0.0,0.0
2021-06-13 03:00:00,23.3,76,998.4,0.0,PPC,22.3,0.0,0.0
2021-06-13 04:00:00,23.2,74,998.0,0.3,75,21.9,0.0,0.0
2021-06-13 05:00:00,22.5,79,997.9,0.0,PPC,21.7,5.0,3.0
2021-06-13 06:00:00,23.1,80,998.2,0.4,177,23.7,85.0,81.0
2021-06-13 07:00:00,25.6,69,998.2,1.5,255,29.8,222.0,211.0
2021-06-13 08:00:00,26.6,66,998.4,1.5,286,34.2,232.0,237.0
2021-06-13 09:00:00,28.1,62,997.9,0.7,252,42.6,426.0,437.0
2021-06-13 10:00:00,29.0,59,997.1,0.5,242,46.4,476.0,445.0
2021-06-13 11:00:00,30.6,55,996.3,2.0,270,52.2,434.0,435.0
2021-06-13 12:00:00,32.1,52,995.5,1.4,264,53.7,717.0,532.0
2021-06-13 13:00:00,32.2,48,995.0,2.6,203,48.9,603.0,528.0
2021-06-13 14:00:00,32.0,50,994.2,2.4,216,46.4,424.0,409.0
2021-06-13 15:00:00,32.1,50,993.4,3.3,169,45.2,353.0,346.0
2021-06-13 16:00:00,32.5,50,993.1,1.9,201,41.6,156.0,160.0
2021-06-13 17:00:00,31.9,53,992.2,0.5,135,36.7,75.0,76.0
2021-06-13 18:00:00,23.0,87,993.5,2.1,188,23.2,54.0,54.0
2021-06-13 19:00:00,23.1,92,993.3,0.8,153,24.4,9.0,8.0
2021-06-13 20:00:00,22.8,95,995.0,4.1,196,23.6,0.0,0.0
