time,dry-bulb temperature (°C),relative humidity (%),atmospheric pressure (hPa),wind speed (m/s),wind direction,ground temperature (°C),horizontal total solar radiation intensity (W/m2),horizontal diffuse solar radiation intensity (W/m2)
2021-09-09 09:00:00,20.3,96,997.9,1.2,36,21.3,517.0,323.0
2021-09-09 10:00:00,22.7,82,998.8,0.4,129,30.6,535.0,495.0
2021-09-09 11:00:00,24.8,62,999.0,1.1,238,34.2,80.0,83.0
2021-09-09 12:00:00,25.9,53,998.7,1.8,202,34.5,270.0,279.0
2021-09-09 13:00:00,24.7,64,998.4,2.2,206,28.6,431.0,397.0
2021-09-09 14:00:00,24.5,66,998.2,0.7,234,27.2,587.0,399.0
2021-09-09 15:00:00,25.6,67,998.5,1.0,233,30.7,475.0,371.0
2021-09-09 16:00:00,25.2,69,999.0,1.1,152,28.7,65.0,67.0
2021-09-09 17:00:00,25.6,71,999.1,0.0,PPC,27.1,59.0,62.0
2021-09-09 18:00:00,23.2,81,999.2,0.0,PPC,24.0,16.0,17.0
2021-09-09 19:00:00,21.2,90,999.7,0.0,PPC,21.5,0.0,0.0
2021-09-09 20:00:00,20.2,94,1000.6,0.6,80,20.3,0.0,0.0
2021-09-09 21:00:00,19.6,95,1001.2,0.0,PPC,19.6,0.0,0.0
2021-09-09 22:00:00,18.9,96,1001.3,0.0,PPC,18.7,0.0,0.0
2021-09-09 23:00:00,18.9,97,1001.4,1.0,56,18.4,0.0,0.0
2021-09-10 00:00:00,18.1,97,1001.7,0.0,PPC,17.6,0.0,0.0
2021-09-10 01:00:00,17.5,97,1001.8,0.0,PPC,17.1,0.0,0.0
2021-09-10 02:00:00,17.5,97,1002.0,0.9,82,16.9,0.0,0.0
2021-09-10 03:00:00,17.8,98,1002.2,0.3,91,17.1,0.0,0.0
2021-09-10 04:00:00,17.9,98,1002.3,1.5,138,16.9,0.0,0.0
2021-09-10 05:00:00,17.7,97,1002.4,0.2,PPC,16.5,0.0,0.0
2021-09-10 06:00:00,17.5,97,1002.7,0.6,97,16.3,15.0,13.0
2021-09-10 07:00:00,18.4,95,1002.9,1.9,54,19.4,161.0,97.0
2021-09-10 08:00:00,19.7,88,1002.9,3.3,46,24.2,351.0,163.0
2021-09-10 09:00:00,21.6,80,1003.0,2.6,38,28.7,531.0,208.0
2021-09-10 10:00:00,23.2,73,1002.9,3.1,37,32.5,658.0,221.0
2021-09-10 11:00:00,24.5,67,1002.4,2.0,32,34.7,734.0,266.0
2021-09-10 12:00:00,25.9,57,1001.6,1.6,49,37.3,689.0,339.0
2021-09-10 13:00:00,27.7,43,1001.0,0.3,127,39.0,758.0,333.0
2021-09-10 14:00:00,28.6,51,1000.5,2.7,255,37.6,559.0,315.0
2021-09-10 15:00:00,28.9,49,1000.1,2.4,194,35.0,271.0,241.0
2021-09-10 16:00:00,28.2,57,999.8,2.6,165,32.4,258.0,203.0
2021-09-10 17:00:00,27.2,64,999.8,1.0,138,27.9,110.0,92.0
2021-09-10 18:00:00,25.2,75,999.7,0.0,PPC,25.0,3.0,1.0
2021-09-10 19:00:00,23.5,84,999.9,0.7,144,23.3,0.0,0.0
2021-09-10 20:00:00,22.6,90,1000.3,0.6,144,22.6,0.0,0.0
2021-09-10 21:00:00,22.5,91,1000.5,1.0,172,22.1,0.0,0.0
2021-09-10 22:00:00,23.0,91,1000.4,1.2,181,21.9,0.0,0.0
2021-09-10 23:00:00,22.3,94,1000.2,0.3,218,21.2,0.0,0.0
2021-09-11 00:00:00,22.0,95,1000.2,0.2,PPC,21.7,0.0,0.0
2021-09-11 01:00:00,21.9,95,1000.4,0.0,PPC,21.1,0.0,0.0
2021-09-11 02:00:00,21.8,96,1000.7,0.7,123,21.5,0.0,0.0
2021-09-11 03:00:00,21.7,96,1000.3,0.0,PPC,20.9,0.0,0.0
2021-09-11 04:00:00,21.6,97,1000.3,0.4,118,21.3,0.0,0.0
2021-09-11 05:00:00,21.0,97,1000.1,0.0,PPC,20.5,0.0,0.0
2021-09-11 06:00:00,21.4,98,1000.7,0.3,75,21.2,5.0,4.0
2021-09-11 07:00:00,21.8,97,1001.0,0.7,123,22.2,37.0,36.0
2021-09-11 08:00:00,23.0,93,1001.1,0.8,70,25.5,167.0,171.0
2021-09-11 09:00:00,24.4,84,1001.2,0.7,83,30.1,318.0,321.0
2021-09-11 10:00:00,26.8,70,1001.2,2.5,76,34.9,530.0,402.0
2021-09-11 11:00:00,27.8,65,1000.9,2.1,39,36.8,678.0,512.0
2021-09-11 12:00:00,28.8,64,1000.3,1.4,325,39.7,713.0,444.0
2021-09-11 13:00:00,29.7,59,1000.0,0.4,27,40.7,622.0,371.0
2021-09-11 14:00:00,30.5,58,999.5,0.5,128,40.6,554.0,310.0
2021-09-11 15:00:00,31.4,51,999.0,0.9,141,40.0,447.0,239.0
2021-09-11 16:00:00,31.5,46,999.0,0.2,PPC,37.8,279.0,172.0
2021-09-11 17:00:00,30.0,59,998.9,0.3,249,29.3,112.0,82.0
2021-09-11 18:00:00,28.0,71,999.4,1.5,184,26.5,2.0,2.0
2021-09-11 19:00:00,25.3,83,1000.0,1.3,178,24.4,0.0,0.0
2021-09-11 20:00:00,24.0,90,1000.9,0.5,39,23.4,0.0,0.0
2021-09-11 21:00:00,23.1,93,1001.5,0.7,59,22.7,0.0,0.0
2021-09-11 22:00:00,22.8,94,1002.1,0.0,PPC,22.4,0.0,0.0
2021-09-11 23:00:00,22.2,94,1002.2,0.9,53,21.7,0.0,0.0
2021-09-12 00:00:00,22.5,95,1002.5,1.0,60,21.9,0.0,0.0
2021-09-12 01:00:00,22.5,94,1002.9,1.2,76,21.9,0.0,0.0
2021-09-12 02:00:00,21.9,95,1003.0,0.0,PPC,21.6,0.0,0.0
2021-09-12 03:00:00,22.2,95,1003.2,0.5,77,22.3,0.0,0.0
2021-09-12 04:00:00,21.9,94,1002.9,0.5,83,21.8,0.0,0.0
2021-09-12 05:00:00,22.1,96,1003.3,0.5,281,21.9,0.0,0.0
2021-09-12 06:00:00,21.9,95,1004.3,1.0,350,21.7,0.0,0.0
2021-09-12 07:00:00,21.9,97,1005.0,0.7,213,22.6,42.0,41.0
2021-09-12 08:00:00,21.8,94,1005.4,1.7,239,22.4,19.0,18.0
2021-09-12 09:00:00,22.0,90,1005.9,1.4,278,23.7,75.0,75.0
2021-09-12 10:00:00,22.6,90,1006.0,0.9,190,24.6,77.0,78.0
2021-09-12 11:00:00,23.8,72,1005.7,0.0,PPC,27.6,108.0,110.0
2021-09-12 12:00:00,23.9,75,1005.3,0.2,PPC,27.1,67.0,67.0
2021-09-12 13:00:00,23.9,70,1005.0,0.5,259,26.3,144.0,147.0
2021-09-12 14:00:00,23.8,70,1004.9,1.0,265,25.6,55.0,55.0
2021-09-12 15:00:00,23.6,71,1004.7,0.8,223,25.1,34.0,33.0
2021-09-12 16:00:00,23.4,73,1004.4,1.1,274,24.4,50.0,50.0
2021-09-12 17:00:00,23.3,74,1003.9,1.3,225,24.0,25.0,24.0
2021-09-12 18:00:00,23.1,71,1004.1,0.2,PPC,23.1,0.0,0.0
2021-09-12 19:00:00,22.8,76,1005.3,0.8,246,22.3,0.0,0.0
2021-09-12 20:00:00,22.6,71,1006.1,0.9,256,21.7,0.0,0.0
2021-09-12 21:00:00,22.6,72,1006.7,1.1,250,21.5,0.0,0.0
2021-09-12 22:00:00,21.3,87,1007.4,0.9,148,21.4,0.0,0.0
2021-09-12 23:00:00,20.8,92,1007.5,0.8,354,21.2,0.0,0.0
2021-09-13 00:00:00,20.3,94,1007.9,2.1,227,20.5,0.0,0.0
2021-09-13 01:00:00,19.6,96,1007.2,0.9,274,20.1,0.0,0.0
2021-09-13 02:00:00,19.5,96,1007.8,1.6,133,19.9,0.0,0.0
2021-09-13 03:00:00,19.4,97,1007.5,0.0,PPC,19.9,0.0,0.0
2021-09-13 04:00:00,19.3,97,1007.4,0.4,94,19.7,0.0,0.0
2021-09-13 05:00:00,19.3,97,1007.2,0.0,PPC,19.6,0.0,0.0
2021-09-13 06:00:00,19.3,97,1007.9,0.4,75,19.6,0.0,0.0
2021-09-13 07:00:00,19.5,98,1008.2,0.3,61,20.4,26.0,24.0
2021-09-13 08:00:00,20.5,96,1008.4,0.7,104,22.5,175.0,180.0
2021-09-13 09:00:00,21.9,91,1008.7,1.6,41,26.2,219.0,225.0
2021-09-13 10:00:00,24.4,74,1008.9,2.4,61,29.8,605.0,442.0
2021-09-13 11:00:00,24.5,72,1008.8,3.4,33,29.1,425.0,371.0
2021-09-13 12:00:00,25.6,73,1008.5,2.9,38,32.2,703.0,398.0
2021-09-13 13:00:00,27.2,64,1008.0,3.8,47,36.2,543.0,427.0
2021-09-13 14:00:00,27.0,69,1007.5,1.9,48,34.9,368.0,304.0
2021-09-13 15:00:00,26.7,65,1007.3,1.1,51,30.8,282.0,271.0
2021-09-13 16:00:00,27.5,62,1007.2,2.2,23,31.6,286.0,171.0
2021-09-13 17:00:00,27.4,58,1007.8,1.8,355,27.1,58.0,62.0
2021-09-13 18:00:00,24.8,77,1007.8,0.8,51,24.6,3.0,2.0
2021-09-13 19:00:00,22.5,88,1008.3,0.4,65,22.8,0.0,0.0
2021-09-13 20:00:00,21.6,94,1009.0,0.0,PPC,22.0,0.0,0.0
2021-09-13 21:00:00,21.4,93,1009.7,0.9,135,21.8,0.0,0.0
2021-09-13 22:00:00,20.9,93,1010.1,0.9,76,21.1,0.0,0.0
2021-09-13 23:00:00,20.5,94,1010.4,0.0,PPC,21.0,0.0,0.0
2021-09-14 00:00:00,21.4,92,1011.1,0.8,51,21.4,0.0,0.0
2021-09-14 01:00:00,20.9,94,1011.2,0.2,PPC,20.7,0.0,0.0
2021-09-14 02:00:00,20.4,95,1011.4,1.1,115,20.6,0.0,0.0
2021-09-14 03:00:00,20.3,95,1011.5,1.2,109,20.4,0.0,0.0
2021-09-14 04:00:00,20.6,95,1011.3,0.8,85,20.8,0.0,0.0
2021-09-14 05:00:00,20.7,93,1011.6,0.0,PPC,21.0,0.0,0.0
2021-09-14 06:00:00,20.7,92,1012.0,0.0,PPC,20.9,0.0,0.0
2021-09-14 07:00:00,20.7,92,1012.6,0.7,51,21.3,13.0,10.0
2021-09-14 08:00:00,21.0,85,1013.0,1.2,58,22.2,85.0,85.0
2021-09-14 09:00:00,21.4,84,1013.5,0.6,133,23.1,129.0,131.0
2021-09-14 10:00:00,21.8,82,1013.7,0.4,40,23.2,277.0,285.0
2021-09-14 11:00:00,21.7,81,1013.9,0.6,59,22.4,184.0,189.0
2021-09-14 12:00:00,21.1,87,1013.5,0.7,150,22.4,515.0,486.0
2021-09-14 13:00:00,21.8,83,1012.9,0.9,76,25.2,184.0,190.0
2021-09-14 14:00:00,23.3,76,1012.4,1.4,70,28.0,389.0,402.0
2021-09-14 15:00:00,23.9,72,1011.5,0.7,58,29.6,322.0,316.0
2021-09-14 16:00:00,24.5,64,1011.1,1.2,348,30.0,112.0,117.0
2021-09-14 17:00:00,23.3,75,1011.0,1.2,53,24.6,48.0,49.0
2021-09-14 18:00:00,22.4,83,1010.9,0.0,PPC,23.2,0.0,0.0
2021-09-14 19:00:00,21.7,88,1011.2,0.6,127,22.4,0.0,0.0
2021-09-14 20:00:00,21.4,87,1011.3,0.3,54,21.9,0.0,0.0
2021-09-14 21:00:00,21.2,89,1011.7,1.1,51,21.5,0.0,0.0
2021-09-14 22:00:00,20.9,90,1011.4,1.1,45,20.9,0.0,0.0
2021-09-14 23:00:00,20.7,92,1011.2,0.7,59,20.9,0.0,0.0
2021-09-15 00:00:00,20.6,91,1010.9,0.3,36,20.8,0.0,0.0
2021-09-15 01:00:00,20.1,93,1010.8,0.6,49,20.4,0.0,0.0
2021-09-15 02:00:00,19.9,95,1010.3,0.6,93,20.0,0.0,0.0
2021-09-15 03:00:00,19.5,95,1010.4,0.0,PPC,19.7,0.0,0.0
2021-09-15 04:00:00,19.4,96,1010.1,0.6,150,19.5,0.0,0.0
2021-09-15 05:00:00,19.2,97,1010.2,0.7,109,19.4,0.0,0.0
2021-09-15 06:00:00,19.1,97,1010.3,0.0,PPC,19.3,0.0,0.0
2021-09-15 07:00:00,19.3,97,1010.5,0.8,76,20.2,27.0,26.0
2021-09-15 08:00:00,20.1,92,1010.4,0.4,61,22.7,61.0,61.0
2021-09-15 09:00:00,21.4,78,1010.7,1.7,227,24.4,73.0,74.0
2021-09-15 10:00:00,21.7,79,1010.8,0.2,PPC,24.4,189.0,195.0
2021-09-15 11:00:00,21.9,71,1010.3,1.2,199,24.0,297.0,307.0
2021-09-15 12:00:00,22.4,71,1009.7,1.0,168,26.5,362.0,374.0
2021-09-15 13:00:00,22.8,67,1009.0,1.1,232,26.3,314.0,325.0
2021-09-15 14:00:00,22.8,71,1008.3,0.3,204,25.6,345.0,355.0
2021-09-15 15:00:00,22.9,71,1007.7,0.4,39,25.5,359.0,360.0
2021-09-15 16:00:00,23.0,73,1007.2,0.2,PPC,25.2,300.0,196.0
2021-09-15 17:00:00,22.6,76,1006.8,0.8,126,23.9,55.0,54.0
2021-09-15 18:00:00,21.5,83,1006.6,0.0,PPC,22.2,0.0,0.0
2021-09-15 19:00:00,20.4,88,1006.8,0.3,120,21.3,0.0,0.0
2021-09-15 20:00:00,20.1,91,1007.5,0.6,44,20.9,0.0,0.0
2021-09-15 21:00:00,19.9,89,1007.6,0.5,63,20.6,0.0,0.0
2021-09-15 22:00:00,19.8,91,1007.6,0.2,PPC,20.4,0.0,0.0
2021-09-15 23:00:00,19.7,92,1007.5,0.2,PPC,20.2,0.0,0.0
2021-09-16 00:00:00,19.6,91,1007.1,0.0,PPC,20.1,0.0,0.0
2021-09-16 01:00:00,19.5,92,1006.8,0.0,PPC,20.0,0.0,0.0
2021-09-16 02:00:00,19.3,93,1006.4,0.5,138,19.8,0.0,0.0
2021-09-16 03:00:00,19.5,91,1006.1,0.2,PPC,19.6,0.0,0.0
2021-09-16 04:00:00,19.1,94,1005.8,0.4,106,19.5,0.0,0.0
2021-09-16 05:00:00,19.0,94,1005.8,0.6,64,19.3,0.0,0.0
2021-09-16 06:00:00,19.1,91,1006.3,0.7,48,19.0,0.0,0.0
2021-09-16 07:00:00,19.3,93,1006.8,0.0,PPC,19.4,25.0,24.0
2021-09-16 08:00:00,19.4,93,1006.6,0.8,56,20.4,58.0,58.0
2021-09-16 09:00:00,19.8,92,1007.0,0.8,18,21.8,80.0,80.0
2021-09-16 10:00:00,20.9,87,1007.0,1.0,47,23.7,149.0,152.0
2021-09-16 11:00:00,21.3,84,1006.7,2.0,34,24.2,139.0,142.0
2021-09-16 12:00:00,21.8,81,1006.6,3.0,43,24.5,185.0,191.0
2021-09-16 13:00:00,22.5,78,1006.1,1.4,82,25.0,296.0,306.0
2021-09-16 14:00:00,24.2,68,1005.8,2.4,50,29.3,289.0,297.0
2021-09-16 15:00:00,23.9,68,1005.8,1.4,78,26.6,182.0,188.0
2021-09-16 16:00:00,23.6,75,1006.0,0.6,132,25.5,318.0,241.0
2021-09-16 17:00:00,23.4,77,1006.0,0.6,95,24.6,50.0,50.0
2021-09-16 18:00:00,21.5,84,1006.3,0.0,PPC,22.4,0.0,0.0
2021-09-16 19:00:00,19.8,92,1006.4,0.9,90,20.4,0.0,0.0
2021-09-16 20:00:00,19.2,93,1007.1,0.8,78,19.9,0.0,0.0
2021-09-16 21:00:00,18.5,94,1007.6,0.0,PPC,19.1,0.0,0.0
2021-09-16 22:00:00,17.6,95,1007.9,0.5,70,17.8,0.0,0.0
2021-09-16 23:00:00,16.9,96,1008.1,0.7,56,17.0,0.0,0.0
2021-09-17 00:00:00,16.3,96,1008.3,1.0,59,16.4,0.0,0.0
2021-09-17 01:00:00,15.9,97,1008.2,0.0,PPC,15.7,0.0,0.0
2021-09-17 02:00:00,15.6,98,1008.1,0.7,89,15.0,0.0,0.0
2021-09-17 03:00:00,15.8,97,1008.1,1.2,130,14.6,0.0,0.0
2021-09-17 04:00:00,15.7,93,1007.9,2.1,41,14.4,0.0,0.0
2021-09-17 05:00:00,14.2,94,1008.0,0.6,39,13.4,0.0,0.0
2021-09-17 06:00:00,14.0,94,1008.7,0.0,PPC,13.1,6.0,3.0
2021-09-17 07:00:00,14.9,94,1009.4,0.5,125,14.0,190.0,42.0
2021-09-17 08:00:00,18.3,80,1009.5,1.7,78,23.5,386.0,60.0
2021-09-17 09:00:00,20.0,57,1009.5,2.9,25,27.2,562.0,70.0
2021-09-17 10:00:00,21.8,53,1009.4,1.8,35,31.9,712.0,104.0
2021-09-17 11:00:00,23.3,45,1008.6,1.6,21,33.9,782.0,92.0
2021-09-17 12:00:00,25.1,40,1007.5,1.5,60,36.6,586.0,135.0
2021-09-17 13:00:00,25.7,35,1006.7,0.3,209,36.8,743.0,102.0
2021-09-17 14:00:00,26.8,30,1006.0,2.1,117,37.4,671.0,110.0
2021-09-17 15:00:00,27.2,28,1005.4,0.4,187,36.9,297.0,165.0
2021-09-17 16:00:00,27.0,32,1004.8,1.3,343,34.1,294.0,109.0
2021-09-17 17:00:00,26.1,38,1004.6,1.5,33,23.2,140.0,59.0
2021-09-17 18:00:00,20.8,61,1005.0,0.7,138,20.1,0.0,0.0
2021-09-17 19:00:00,18.1,80,1005.2,0.0,PPC,18.0,0.0,0.0
2021-09-17 20:00:00,16.4,86,1006.0,1.0,65,16.7,0.0,0.0
2021-09-17 21:00:00,15.9,87,1006.8,0.6,57,16.0,0.0,0.0
2021-09-17 22:00:00,15.6,89,1007.1,1.0,72,15.6,0.0,0.0
2021-09-17 23:00:00,15.3,88,1007.2,1.0,63,15.2,0.0,0.0
2021-09-18 00:00:00,14.9,91,1007.1,1.5,98,14.8,0.0,0.0
2021-09-18 01:00:00,14.8,92,1007.1,1.4,100,14.4,0.0,0.0
2021-09-18 02:00:00,14.7,91,1007.2,1.3,109,14.0,0.0,0.0
2021-09-18 03:00:00,14.0,93,1007.2,0.9,92,13.5,0.0,0.0
2021-09-18 04:00:00,13.9,93,1007.1,0.7,119,13.5,0.0,0.0
2021-09-18 05:00:00,13.8,92,1007.3,0.9,91,13.1,0.0,0.0
2021-09-18 06:00:00,13.3,94,1007.7,0.7,110,13.0,11.0,7.0
2021-09-18 07:00:00,14.6,93,1008.3,0.8,95,16.1,122.0,92.0
2021-09-18 08:00:00,18.6,68,1008.6,0.5,50,22.9,250.0,196.0
2021-09-18 09:00:00,20.4,60,1008.6,2.2,26,28.4,512.0,266.0
2021-09-18 10:00:00,21.4,59,1008.9,1.4,41,29.3,310.0,307.0
2021-09-18 11:00:00,23.3,55,1008.4,2.1,91,34.3,317.0,319.0
2021-09-18 12:00:00,24.4,53,1008.0,0.8,79,32.5,276.0,285.0
2021-09-18 13:00:00,24.5,50,1007.6,0.9,38,31.2,260.0,268.0
2021-09-18 14:00:00,24.3,60,1007.1,1.6,265,28.9,190.0,195.0
2021-09-18 15:00:00,24.2,64,1006.9,0.8,208,28.9,178.0,182.0
2021-09-18 16:00:00,24.0,65,1006.8,0.8,260,27.2,90.0,91.0
2021-09-18 17:00:00,23.2,66,1007.1,0.8,240,24.4,42.0,41.0
2021-09-18 18:00:00,21.9,76,1007.2,1.0,194,21.7,0.0,0.0
2021-09-18 19:00:00,20.3,86,1007.6,1.1,176,20.3,0.0,0.0
2021-09-18 20:00:00,19.5,91,1008.2,0.7,63,19.6,0.0,0.0
2021-09-18 21:00:00,19.1,93,1008.5,0.3,106,19.3,0.0,0.0
2021-09-18 22:00:00,19.0,93,1008.4,0.0,PPC,19.2,0.0,0.0
2021-09-18 23:00:00,19.1,92,1008.7,0.2,PPC,19.4,0.0,0.0
2021-09-19 00:00:00,19.3,92,1008.5,0.4,121,19.3,0.0,0.0
2021-09-19 01:00:00,18.9,92,1007.9,1.2,47,18.7,0.0,0.0
2021-09-19 02:00:00,18.9,92,1007.7,0.3,70,19.0,0.0,0.0
2021-09-19 03:00:00,19.2,90,1007.3,1.0,70,19.0,0.0,0.0
2021-09-19 04:00:00,19.1,91,1006.8,0.9,34,18.9,0.0,0.0
2021-09-19 05:00:00,18.7,90,1007.0,0.7,77,18.8,0.0,0.0
2021-09-19 06:00:00,18.7,91,1007.0,0.3,74,18.7,0.0,0.0
2021-09-19 07:00:00,18.9,92,1007.0,0.6,37,19.1,31.0,29.0
2021-09-19 08:00:00,19.4,88,1007.3,0.0,PPC,19.8,61.0,61.0
2021-09-19 09:00:00,19.5,88,1007.5,0.0,PPC,20.1,44.0,43.0
2021-09-19 10:00:00,19.5,87,1007.7,1.3,233,20.0,83.0,84.0
2021-09-19 11:00:00,19.7,86,1007.5,0.6,282,21.2,86.0,87.0
2021-09-19 12:00:00,19.5,85,1006.8,0.9,300,20.8,116.0,118.0
2021-09-19 13:00:00,19.3,90,1006.5,0.3,219,21.1,170.0,175.0
2021-09-19 14:00:00,19.1,90,1006.3,0.5,255,21.0,69.0,70.0
2021-09-19 15:00:00,18.9,90,1006.2,0.5,224,21.0,49.0,49.0
2021-09-19 16:00:00,18.8,92,1005.7,0.4,126,20.4,20.0,18.0
2021-09-19 17:00:00,18.6,93,1005.3,0.0,PPC,19.8,12.0,9.0
2021-09-19 18:00:00,18.4,95,1005.1,0.0,PPC,19.1,0.0,0.0
2021-09-19 19:00:00,18.3,96,1005.0,0.2,PPC,18.9,0.0,0.0
2021-09-19 20:00:00,18.4,97,1005.3,0.0,PPC,18.9,0.0,0.0
2021-09-19 21:00:00,18.3,97,1005.3,0.0,PPC,18.6,0.0,0.0
2021-09-19 22:00:00,18.2,97,1005.4,0.3,142,18.5,0.0,0.0
2021-09-19 23:00:00,18.2,97,1004.8,0.7,42,18.3,0.0,0.0
2021-09-20 00:00:00,17.4,94,1004.3,1.2,67,17.7,0.0,0.0
2021-09-20 01:00:00,16.7,93,1003.6,2.2,37,17.0,0.0,0.0
2021-09-20 02:00:00,16.0,94,1003.0,1.1,82,16.7,0.0,0.0
2021-09-20 03:00:00,16.0,94,1001.8,2.1,53,16.5,0.0,0.0
2021-09-20 04:00:00,16.3,94,1000.8,1.6,76,16.5,0.0,0.0
2021-09-20 05:00:00,16.2,89,1000.3,2.4,23,16.0,0.0,0.0
2021-09-20 06:00:00,16.3,89,999.5,2.6,58,15.9,0.0,0.0
2021-09-20 07:00:00,16.5,86,998.9,3.9,35,15.9,16.0,12.0
2021-09-20 08:00:00,16.4,86,998.4,2.0,18,15.8,24.0,20.0
2021-09-20 09:00:00,16.6,86,998.0,3.6,16,16.4,118.0,117.0
2021-09-20 10:00:00,17.0,86,997.0,2.7,42,18.5,187.0,189.0
2021-09-20 11:00:00,17.7,86,996.0,1.2,41,20.1,87.0,86.0
2021-09-20 12:00:00,17.9,78,994.6,4.7,23,18.8,40.0,36.0
2021-09-20 13:00:00,17.3,81,993.7,4.2,24,17.8,370.0,374.0
2021-09-20 14:00:00,16.9,85,993.1,2.3,352,17.3,441.0,432.0
2021-09-20 15:00:00,16.9,87,992.4,1.8,359,17.9,172.0,174.0
2021-09-20 16:00:00,18.0,79,992.2,2.2,352,19.7,142.0,142.0
2021-09-20 17:00:00,18.5,73,992.1,2.1,37,18.3,137.0,66.0
2021-09-20 18:00:00,18.6,72,992.3,1.6,37,17.4,0.0,0.0
2021-09-20 19:00:00,17.4,79,992.0,1.2,68,16.3,0.0,0.0
2021-09-20 20:00:00,16.1,87,992.8,1.7,75,15.5,0.0,0.0
2021-09-20 21:00:00,15.4,92,993.4,0.5,93,15.5,0.0,0.0
2021-09-20 22:00:00,15.9,90,993.2,0.9,84,15.8,0.0,0.0
2021-09-20 23:00:00,15.5,92,993.1,1.1,150,15.6,0.0,0.0
2021-09-21 00:00:00,15.3,93,992.7,0.4,56,15.3,0.0,0.0
2021-09-21 01:00:00,14.9,96,992.5,0.0,PPC,15.3,0.0,0.0
2021-09-21 02:00:00,14.2,95,992.2,0.0,PPC,14.3,0.0,0.0
2021-09-21 03:00:00,13.2,96,991.8,0.0,PPC,13.3,0.0,0.0
2021-09-21 04:00:00,12.6,97,991.8,1.2,155,12.7,0.0,0.0
2021-09-21 05:00:00,12.2,97,992.1,0.0,PPC,12.2,0.0,0.0
2021-09-21 06:00:00,11.6,98,992.4,0.2,PPC,11.8,3.0,0.0
2021-09-21 07:00:00,12.9,99,992.8,0.0,PPC,13.0,163.0,40.0
2021-09-21 08:00:00,16.6,95,993.0,0.6,89,21.2,381.0,46.0
2021-09-21 09:00:00,19.4,74,993.4,0.2,PPC,22.1,550.0,53.0
2021-09-21 10:00:00,22.0,59,993.9,0.3,296,29.7,677.0,61.0
2021-09-21 11:00:00,23.4,51,993.7,1.0,31,32.8,756.0,60.0
2021-09-21 12:00:00,23.6,54,993.3,0.2,PPC,27.8,774.0,62.0
2021-09-21 13:00:00,24.7,44,993.1,1.5,233,31.7,833.0,218.0
2021-09-21 14:00:00,25.4,41,992.8,2.7,11,29.7,636.0,67.0
2021-09-21 15:00:00,25.7,42,992.7,0.7,54,28.8,484.0,111.0
2021-09-21 16:00:00,24.7,42,993.2,2.0,16,25.8,275.0,104.0
2021-09-21 17:00:00,23.9,54,993.8,0.9,39,22.9,121.0,30.0
2021-09-21 18:00:00,21.8,60,994.5,1.0,20,20.7,0.0,0.0
2021-09-21 19:00:00,18.1,78,995.3,1.2,137,18.2,0.0,0.0
2021-09-21 20:00:00,16.2,90,996.6,0.0,PPC,16.8,0.0,0.0
2021-09-21 21:00:00,15.4,95,997.6,0.0,PPC,15.9,0.0,0.0
2021-09-21 22:00:00,14.7,95,998.1,0.0,PPC,15.1,0.0,0.0
2021-09-21 23:00:00,14.0,96,998.2,0.7,76,14.3,0.0,0.0
2021-09-22 00:00:00,13.7,96,998.7,0.9,53,13.8,0.0,0.0
2021-09-22 01:00:00,13.4,95,999.0,0.9,57,13.5,0.0,0.0
2021-09-22 02:00:00,13.3,95,999.3,0.6,68,13.1,0.0,0.0
2021-09-22 03:00:00,12.1,96,999.4,0.0,PPC,12.4,0.0,0.0
2021-09-22 04:00:00,11.7,97,999.9,0.0,PPC,11.9,0.0,0.0
2021-09-22 05:00:00,11.2,97,1000.5,0.0,PPC,11.5,0.0,0.0
2021-09-22 06:00:00,11.1,98,1001.2,1.1,110,11.2,3.0,0.0
2021-09-22 07:00:00,12.6,98,1001.6,1.9,90,12.5,174.0,34.0
2021-09-22 08:00:00,16.2,88,1002.1,0.9,92,20.4,369.0,51.0
2021-09-22 09:00:00,19.0,76,1002.6,0.0,PPC,25.9,537.0,60.0
2021-09-22 10:00:00,21.7,60,1002.9,0.8,8,30.0,664.0,65.0
2021-09-22 11:00:00,23.6,53,1002.4,1.1,53,32.7,745.0,68.0
2021-09-22 12:00:00,25.1,44,1001.9,0.2,PPC,34.6,763.0,75.0
2021-09-22 13:00:00,26.4,41,1001.3,1.0,128,35.3,726.0,77.0
2021-09-22 14:00:00,27.6,40,1001.0,1.0,192,35.1,614.0,83.0
2021-09-22 15:00:00,28.2,40,1000.8,1.8,186,33.6,474.0,81.0
2021-09-22 16:00:00,28.1,41,1000.5,0.8,183,32.0,249.0,65.0
2021-09-22 17:00:00,26.3,49,1000.8,0.8,211,24.2,103.0,44.0
2021-09-22 18:00:00,22.1,68,1001.4,0.0,PPC,21.2,0.0,0.0
2021-09-22 19:00:00,19.4,86,1002.2,0.0,PPC,19.1,0.0,0.0
2021-09-22 20:00:00,18.1,89,1003.9,0.0,PPC,18.1,0.0,0.0
2021-09-22 21:00:00,17.5,89,1004.4,1.3,64,17.4,0.0,0.0
2021-09-22 22:00:00,17.1,90,1004.7,1.1,105,16.7,0.0,0.0
2021-09-22 23:00:00,16.5,92,1004.9,1.2,75,16.3,0.0,0.0
2021-09-23 00:00:00,16.1,93,1005.4,0.8,85,15.9,0.0,0.0
2021-09-23 01:00:00,16.0,93,1005.9,1.0,54,15.7,0.0,0.0
